Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,dropout,epoch,features,lags,layers,learning_rate,n_periods,prediction_start_date,units,accuracy_daily,avg_accuracy,avg_mae,avg_mape,avg_mse,avg_precision,avg_rmse,avg_rmspe,mae_daily,mape_daily,mse_daily,precision_daily,rmse_daily,rmspe_daily,model_selected
15/08/2025 19:23,31.0s,52d17109965840dd987d6f7786f7d352,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,32,0.05,39,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",28,2,0.01,7,04/03/2023,64,0.428571429,0.472610097,54.11462632,0.029607346,5184.83899,0.478581968,69.42341398,3.81724922,69.60352687,0.037767658,8330.017883,0.430769231,91.26893164,4.94319136,1
15/08/2025 19:04,28.5s,ff4b01d5eab544cebb3fab418d4661a7,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,64,0,56,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",21,3,0.01,7,04/03/2023,64,0.45112782,0.473684211,55.83198556,0.030784037,5175.828127,0.477870523,70.09626503,3.918079014,70.64942531,0.038649211,8349.249553,0.451612903,91.37422805,5.023785124,0
15/08/2025 19:07,46.3s,6002f3a222b04ee0ac16d2b1b99dcd5f,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,64,0.05,110,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",21,3,0.01,7,04/03/2023,32,0.45112782,0.49301826,54.40151981,0.029959855,5289.627242,0.497393256,70.38661882,3.932787949,69.5915291,0.037970391,7953.873541,0.454545455,89.1844916,4.914053704,0
15/08/2025 19:25,33.2s,81aa23ddcef04cc6a161e32683f2d92d,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,32,0.1,43,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",28,2,0.01,7,04/03/2023,32,0.413533835,0.467239527,53.7242235,0.029734346,5294.151886,0.472184532,70.43573427,3.963854952,72.68400883,0.039832678,9146.780936,0.417910448,95.63880455,5.270420617,0
15/08/2025 18:28,23.0s,b901ae83a9ed48ee81929bbc85aa3e4e,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,32,0.05,25,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",14,2,0.01,7,04/03/2023,32,0.406015038,0.486573577,54.37140384,0.029944577,5293.175672,0.490898727,70.55990587,3.923338761,69.5666263,0.038062696,8397.057888,0.409090909,91.63546196,5.045828106,0
15/08/2025 19:45,45.7s,0d2a213993dd46b8a249c0c0d3e6c924,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,32,0.1,55,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",28,3,0.01,7,04/03/2023,64,0.383458647,0.472610097,54.15213272,0.029679848,5558.239778,0.478111674,70.89648337,3.904485726,78.17280223,0.042356838,10525.88316,0.388059701,102.5957268,5.541956121,0
15/08/2025 19:28,1.1min,732966809deb4861b33b643c90248019,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,32,0.1,124,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",28,2,0.001,7,04/03/2023,64,0.421052632,0.466165414,54.22885148,0.029843116,5401.820564,0.472353068,71.00971038,3.94804445,71.81654507,0.039448026,9277.718791,0.426470588,96.32091565,5.34909469,0
15/08/2025 19:01,24.0s,5916cae33b9740289db35f8a08ca0fd3,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,64,0,41,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",21,3,0.01,7,04/03/2023,32,0.436090226,0.484425349,55.50898803,0.030424356,5464.480986,0.489361128,71.19510311,3.919311388,73.70858994,0.040109608,8852.271095,0.4375,94.08650857,5.104166458,0
15/08/2025 19:42,34.7s,bca68daa9c624338a64325a224082bc7,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,32,0.1,32,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",28,3,0.01,7,04/03/2023,32,0.428571429,0.481203008,55.07634816,0.030067043,5449.434861,0.486933524,71.31653779,3.903812038,72.2048668,0.039101208,8995.414812,0.434782609,94.84416067,5.113576256,0
15/08/2025 19:05,1.1min,6c2e2f34a9074a5c82425e6b095d5000,ETH_base_BTC_blk_LTC_blk,LOCAL,/home/ec2-user/ETH_Price_Predition/.venv/lib/python3.11/site-packages/ipykernel_launcher.py,ec2-user,FINISHED,32,0.05,104,"['ETH_D_AvgPrc', 'BTC_D_AvgPrc', 'LTC_D_AvgPrc']",21,3,0.001,7,04/03/2023,32,0.428571429,0.476906552,55.26075786,0.030417536,5454.51358,0.482170408,71.73871897,3.982306628,71.76208244,0.039259331,8614.842871,0.432835821,92.81617785,5.106380577,0
