Time,BTC average daily transaction fee,Price
2010-03-30,0.0,null
2010-03-31,0.0,null
2010-04-01,0.0,null
2010-04-02,0.0,null
2010-04-03,0.0,null
2010-04-04,0.0015476190476190477,null
2010-04-05,0.0,null
2010-04-06,0.0,null
2010-04-07,0.0,null
2010-04-08,0.0,null
2010-04-09,0.0,null
2010-04-10,0.0,null
2010-04-11,0.0,null
2010-04-12,0.0,null
2010-04-13,0.0,null
2010-04-14,0.0,null
2010-04-15,0.0,null
2010-04-16,0.0,null
2010-04-17,0.0,null
2010-04-18,0.0,null
2010-04-19,0.0,null
2010-04-20,0.0,null
2010-04-21,0.0,null
2010-04-22,0.0,null
2010-04-23,0.0,null
2010-04-24,0.0,null
2010-04-25,0.0,null
2010-04-26,0.0,null
2010-04-27,0.0,null
2010-04-28,0.0,null
2010-04-29,0.0,null
2010-04-30,0.0,null
2010-05-01,0.0,null
2010-05-02,0.0,null
2010-05-03,0.0,null
2010-05-04,0.0,null
2010-05-05,0.0,null
2010-05-06,0.0,null
2010-05-07,0.0,null
2010-05-08,0.0,null
2010-05-09,0.0,null
2010-05-10,0.0,null
2010-05-11,0.0,null
2010-05-12,0.0,null
2010-05-13,0.0,null
2010-05-14,0.0,null
2010-05-15,0.06726618705035972,null
2010-05-16,0.0,null
2010-05-17,0.0,null
2010-05-18,0.0,null
2010-05-19,0.0,null
2010-05-20,0.0,null
2010-05-21,0.0,null
2010-05-22,0.0,null
2010-05-23,0.0033673469387755102,null
2010-05-24,0.0,null
2010-05-25,0.0,null
2010-05-26,0.0,null
2010-05-27,0.0,null
2010-05-28,0.0,null
2010-05-29,0.0,null
2010-05-30,0.0,null
2010-05-31,0.0,null
2010-06-01,0.0,null
2010-06-02,0.0,null
2010-06-03,0.0,null
2010-06-04,0.0,null
2010-06-05,0.0,null
2010-06-06,0.0,null
2010-06-07,0.0,null
2010-06-08,0.0,null
2010-06-09,0.0,null
2010-06-10,0.0,null
2010-06-11,0.0,null
2010-06-12,0.0,null
2010-06-13,0.0,null
2010-06-14,0.0,null
2010-06-15,0.0,null
2010-06-16,0.0,null
2010-06-17,0.0,null
2010-06-18,0.0,null
2010-06-19,0.0,null
2010-06-20,0.0,null
2010-06-21,0.0,null
2010-06-22,0.0,null
2010-06-23,0.0,null
2010-06-24,0.0,null
2010-06-25,0.0,null
2010-06-26,0.0,null
2010-06-27,0.0,null
2010-06-28,0.0,null
2010-06-29,0.0,null
2010-06-30,0.0,null
2010-07-01,0.005092936802973977,null
2010-07-02,0.0,null
2010-07-03,0.0,null
2010-07-04,0.0,null
2010-07-05,0.0,null
2010-07-06,0.0,null
2010-07-07,0.0,null
2010-07-08,0.0,null
2010-07-09,0.0,null
2010-07-10,0.0,null
2010-07-11,0.0,null
2010-07-12,0.0,null
2010-07-13,0.0,null
2010-07-14,4.001600640256103E-6,null
2010-07-15,7.689194658033185E-5,null
2010-07-16,2.2889842632331904E-4,null
2010-07-17,4.259259259259259E-4,0.049510000000000005
2010-07-18,0.0012814645308924484,0.08584
2010-07-19,8.742004264392324E-4,0.0808
2010-07-20,0.0,0.07473333333333332
2010-07-21,0.0,0.07921
2010-07-22,0.0,0.055945
2010-07-23,0.0,0.062283333333333336
2010-07-24,2.6666666666666667E-5,0.05454
2010-07-25,0.0012136752136752138,0.0505
2010-07-26,5.764966740576497E-4,0.056
2010-07-27,0.004236902050113895,0.059844444444444436
2010-07-28,5.913978494623656E-4,0.0589
2010-07-29,2.749638205499277E-4,0.06920000000000001
2010-07-30,0.002779291553133515,0.06428333333333333
2010-07-31,0.0014487632508833922,0.06785
2010-08-01,5.828220858895705E-4,0.0611
2010-08-02,9.405940594059407E-4,0.06
2010-08-03,0.0,0.06
2010-08-04,0.0,0.05795
2010-08-05,0.0,0.061
2010-08-06,0.0,0.0621
2010-08-07,0.007910958904109588,0.059
2010-08-08,0.0,0.0609
2010-08-09,0.0,0.071
2010-08-10,0.010409638554216867,0.07
2010-08-11,0.0,0.067
2010-08-12,0.0,0.07
2010-08-13,0.0,0.0645
2010-08-14,0.0,0.067
2010-08-15,0.0,0.06529
2010-08-16,0.0,0.0655
2010-08-17,0.0017724867724867724,0.07
2010-08-18,0.004321329639889197,0.068
2010-08-19,0.0,0.0667
2010-08-20,0.0,0.0655
2010-08-21,0.0,0.0664
2010-08-22,0.0,0.066
2010-08-23,0.0,0.06491
2010-08-24,0.0,0.065
2010-08-25,0.0019950124688279305,0.0648
2010-08-26,0.0,0.064
2010-08-27,0.0,0.065
2010-08-28,8.645533141210375E-10,0.0646
2010-08-29,3.7175018587360596E-4,0.064
2010-08-30,0.0013732394366197183,0.06497
2010-08-31,4.899783964365256E-4,0.06
2010-09-01,3.791469194312796E-4,0.062300000000000015
2010-09-02,6.172839506172839E-10,0.0631
2010-09-03,0.0,0.06085
2010-09-04,0.0,0.06238
2010-09-05,3.184713375796178E-5,0.0616
2010-09-06,3.4482758620689656E-10,0.0616
2010-09-07,0.0,0.061505
2010-09-08,3.4482758620689656E-10,0.061495
2010-09-09,3.064069637883008E-4,0.06111000000000001
2010-09-10,5.420054200542005E-10,0.0618
2010-09-11,0.0,0.06366000000000001
2010-09-12,4.4510385756676556E-4,0.0615
2010-09-13,0.0,0.062179999999999985
2010-09-14,2.2386060606060605E-5,0.06199
2010-09-15,0.0,0.0604
2010-09-16,0.0,0.0618
2010-09-17,0.0,0.05938
2010-09-18,4.195804195804195E-4,0.061
2010-09-19,0.0,0.0627
2010-09-20,0.0,0.0621
2010-09-21,0.0,0.06265
2010-09-22,1.179245283018868E-10,0.062038
2010-09-23,0.0,0.06231
2010-09-24,0.0,0.0622
2010-09-25,0.0,0.06202000000000001
2010-09-26,0.0,0.06219
2010-09-27,3.1007751937984497E-5,0.0622
2010-09-28,7.67590618336887E-4,0.061904999999999995
2010-09-29,0.0010953346855983772,0.06183
2010-09-30,0.0,0.0619
2010-10-01,0.001003584229390681,0.06197
2010-10-02,1.5197945205479453E-5,0.0614
2010-10-03,1.927575682382134E-5,0.06111000000000001
2010-10-04,2.725E-9,0.06129
2010-10-05,0.0,0.0614
2010-10-06,2.7386934673366837E-9,0.06297666666666668
2010-10-07,0.0,0.067
2010-10-08,0.0,0.084925
2010-10-09,0.0,0.0938
2010-10-10,0.0,0.0965
2010-10-11,3.07909604519774E-9,0.095
2010-10-12,0.0,0.0949
2010-10-13,0.0,0.105
2010-10-14,9.433962264150942E-4,0.102
2010-10-15,0.0,0.105
2010-10-16,0.0,0.101
2010-10-17,0.0,0.102
2010-10-18,4.065040650406504E-5,0.1024
2010-10-19,0.0,0.09715
2010-10-20,0.0,0.099
2010-10-21,1.30743265993266E-5,0.107
2010-10-22,0.0,0.106
2010-10-23,7.911392405063291E-5,0.104995
2010-10-24,0.0,0.11501
2010-10-25,0.0,0.132
2010-10-26,0.0,0.1503
2010-10-27,0.0,0.1877
2010-10-28,0.0,0.1731
2010-10-29,0.0,0.19
2010-10-30,0.0,0.1989
2010-10-31,0.0,0.1925
2010-11-01,0.0,0.1955
2010-11-02,0.0,0.1938
2010-11-03,0.0,0.1931
2010-11-04,0.0,0.23
2010-11-05,0.0,0.2639
2010-11-06,0.0,0.38
2010-11-07,0.0,0.34
2010-11-08,0.0,0.243
2010-11-09,0.001769722814498934,0.21
2010-11-10,0.0,0.2362
2010-11-11,0.0,0.2231
2010-11-12,0.0,0.2682
2010-11-13,0.0,0.276
2010-11-14,0.0,0.27904
2010-11-15,0.0,0.2682
2010-11-16,3.750292991639972E-5,0.225
2010-11-17,0.0,0.24736666666666665
2010-11-18,0.0,0.2678
2010-11-19,0.0,0.2752
2010-11-20,3.707929264118654E-5,0.283955
2010-11-21,1.1670313639679067E-4,0.27675
2010-11-22,0.0016331658291457289,0.2843
2010-11-23,0.0016081871345029238,0.28295
2010-11-24,2.525252525252525E-4,0.28299
2010-11-25,0.0,0.28
2010-11-26,5.211047420531527E-6,0.2844
2010-11-27,7.520325203252032E-4,0.28300000000000003
2010-11-28,2.1231422505307857E-5,0.2710819672131145
2010-11-29,2.403846153846154E-5,0.23305
2010-11-30,6.564551422319475E-5,0.2082
2010-12-01,4.065040650406504E-5,0.2275
2010-12-02,1.25E-4,0.255
2010-12-03,7.042253521126761E-5,0.25105
2010-12-04,2.570694087403599E-5,0.206
2010-12-05,4.7194740406320546E-5,0.195
2010-12-06,1.212903956043956E-4,0.204
2010-12-07,5.6074766355140194E-5,0.2366
2010-12-08,1.1725730188679245E-4,0.2388
2010-12-09,1.2452541425818882E-4,0.192105
2010-12-10,1.3030673267326733E-4,0.20385
2010-12-11,1.0802334710743803E-4,0.228
2010-12-12,3.289385009140768E-4,0.22
2010-12-13,5.028731680440771E-4,0.2299
2010-12-14,5.1142635542168676E-5,0.24669
2010-12-15,1.154628389154705E-4,0.24
2010-12-16,6.456470260223048E-5,0.24996
2010-12-17,2.2583704365079365E-4,0.24
2010-12-18,5.226531207289293E-4,0.241
2010-12-19,1.7926461403508772E-4,0.2401
2010-12-20,9.15810824742268E-5,0.267
2010-12-21,1.8044029411764707E-4,0.24
2010-12-22,2.9644222222222224E-4,0.25
2010-12-23,1.2089810017271156E-4,0.24875250000000002
2010-12-24,1.1918547993019197E-4,0.248
2010-12-25,1.251030055658627E-4,0.2499
2010-12-26,9.77198697068404E-5,0.265
2010-12-27,2.2432461697722566E-4,0.265
2010-12-28,1.5861733438485805E-4,0.281
2010-12-29,1.8048044822256568E-4,0.2998
2010-12-30,2.61117561436673E-4,0.3
2010-12-31,4.053925347222222E-5,0.3
2011-01-01,1.1681179054054053E-4,0.3
2011-01-02,1.2944412420382164E-4,0.29997
2011-01-03,9.756718370165745E-4,0.295
2011-01-04,5.900959198813056E-5,0.29895
2011-01-05,5.587211483253588E-5,0.29892
2011-01-06,7.501488418932527E-5,0.298
2011-01-07,1.2302717329545454E-4,0.32
2011-01-08,6.9204152249134946E-6,0.3229
2011-01-09,1.0257570183086313E-4,0.32299999999999995
2011-01-10,7.590285216178521E-5,0.32659
2011-01-11,2.320185614849188E-5,0.32659
2011-01-12,1.715866468590832E-4,0.3188
2011-01-13,9.309542280837859E-5,0.3176
2011-01-14,4.374113853503185E-5,0.4
2011-01-15,8.981917691579944E-5,0.386
2011-01-16,8.961474543707973E-5,0.38679
2011-01-17,1.876008935611038E-4,0.3495
2011-01-18,5.3337259507829974E-5,0.31299
2011-01-19,6.720408076514346E-5,0.31299
2011-01-20,1.2586948417350527E-4,0.39
2011-01-21,3.86683476599809E-5,0.419905
2011-01-22,3.3020484915378956E-4,0.44399
2011-01-23,2.1876485589519652E-4,0.4424
2011-01-24,2.7619937692307693E-4,0.4199
2011-01-25,1.3157894736842105E-4,0.41
2011-01-26,1.3409757955641272E-4,0.41367
2011-01-27,5.263157894736842E-4,0.4212
2011-01-28,1.3429752066115703E-4,0.446
2011-01-29,2.3664269592476488E-4,0.439
2011-01-30,1.1099321805955811E-4,0.47985
2011-01-31,0.0017438271604938273,0.5501
2011-02-01,6.949876326530611E-4,0.70773
2011-02-02,2.6743075453677175E-4,0.716
2011-02-03,1.1177406844106464E-4,0.69639
2011-02-04,1.1720074944071588E-4,0.8109999999999999
2011-02-05,2.417412917594655E-4,0.90735
2011-02-06,1.5513126491646778E-4,0.8968
2011-02-07,2.0975590033975083E-4,0.89
2011-02-08,3.90268870967742E-4,0.918
2011-02-09,4.487873517786561E-5,1.084495
2011-02-10,4.3186820111731846E-4,0.9751549999999999
2011-02-11,1.8543364442567568E-4,1.0700049999999999
2011-02-12,3.813361542525092E-4,1.0799
2011-02-13,1.7359284587059443E-4,1.05
2011-02-14,1.8907563025210086E-4,1.0753366666666668
2011-02-15,0.0011173425366695427,1.05
2011-02-16,1.1159748087954111E-4,1.028624
2011-02-17,2.7983030969479353E-4,1.04
2011-02-18,1.8155053974484788E-4,0.8989
2011-02-19,3.0687830687830685E-4,0.94898
2011-02-20,1.2978986402966626E-4,0.85
2011-02-21,2.3833167825223434E-4,0.8345
2011-02-22,8.341056533827617E-5,0.87023
2011-02-23,1.7838670263271473E-4,0.9
2011-02-24,8.598887202832575E-5,0.993715
2011-02-25,1.2129401354401805E-4,0.9111
2011-02-26,3.590444643772425E-4,0.958
2011-02-27,1.4665444546287811E-4,0.89
2011-02-28,4.566209498031496E-4,0.8701
2011-03-01,4.3356184769775683E-4,0.92022
2011-03-02,9.240810717966335E-5,0.9399
2011-03-03,0.0018663099758370726,0.93909
2011-03-04,0.001067232142857143,0.9012
2011-03-05,4.50507213027229E-4,0.9103
2011-03-06,0.0025404837066246057,0.8866299999999999
2011-03-07,0.002539501145539906,0.88502
2011-03-08,0.002123934826136798,0.8699899999999999
2011-03-09,0.0018947810830945559,0.86449
2011-03-10,0.0016568262024500323,0.9329
2011-03-11,0.0031815372819767444,0.88
2011-03-12,5.57488932484977E-4,0.918
2011-03-13,6.165422869599682E-4,0.89249
2011-03-14,7.746465904902322E-4,0.8949
2011-03-15,6.202568770642202E-4,0.8711200000000001
2011-03-16,4.92845786963434E-4,0.8599899999999999
2011-03-17,5.81693744E-4,0.82542
2011-03-18,4.527355585106383E-4,0.81648
2011-03-19,4.244824921923798E-4,0.765
2011-03-20,4.67321368100237E-4,0.7410800000000001
2011-03-21,8.172759198981036E-4,0.75897
2011-03-22,0.004680366598778004,0.80901
2011-03-23,0.004464027740537417,0.8497100000000001
2011-03-24,0.003538543349161127,0.8668799999999999
2011-03-25,0.0030953265135802467,0.8837700000000001
2011-03-26,0.0020486204013377926,0.8552
2011-03-27,0.002018166722049152,0.8275399999999999
2011-03-28,0.001465545548854041,0.79898
2011-03-29,0.0013272010512483574,0.7925
2011-03-30,0.0023253125062499998,0.7897
2011-03-31,0.0020162124060150374,0.78461
2011-04-01,0.0018492753623188406,0.7741100000000001
2011-04-02,0.0017532906348281887,0.78199
2011-04-03,0.0018607516943930991,0.779
2011-04-04,0.002422284984933276,0.68
2011-04-05,0.0024606954225352114,0.71
2011-04-06,0.0032327170924369747,0.74
2011-04-07,0.0016836441129461908,0.7538
2011-04-08,0.0022016196760647868,0.7499899999999999
2011-04-09,0.0023549295774647886,0.746584
2011-04-10,0.0031763285024154586,0.7369
2011-04-11,0.0025795129465240644,0.77
2011-04-12,0.002032945143144149,0.86
2011-04-13,0.001603646223689641,0.93115
2011-04-14,0.005208325168135815,0.99936
2011-04-15,8.121217314313822E-4,0.9869040000000002
2011-04-16,0.0020080967176350664,1.0499
2011-04-17,0.0010359240849525532,1.13057
2011-04-18,7.607836089385476E-4,1.16199
2011-04-19,0.0015311378446820484,1.1965
2011-04-20,0.002371695353688029,1.1421
2011-04-21,0.0018875776765498653,1.208
2011-04-22,0.0018614369173973234,1.40901
2011-04-23,0.0026350510452114733,1.665325
2011-04-24,0.002861529421112372,1.63011
2011-04-25,0.0031240125240686476,1.57623
2011-04-26,0.0021218547387131174,1.7949
2011-04-27,0.0013423274074074072,1.9
2011-04-28,0.0025809498602213164,2.2105900000000003
2011-04-29,0.001878394959778086,2.88
2011-04-30,0.0022597072987789683,3.5
2011-05-01,0.0025665348661588682,3.03311
2011-05-02,0.0027899703121557103,3.2
2011-05-03,0.001307819532315687,3.3975
2011-05-04,0.0020201416661253654,3.4060900000000003
2011-05-05,0.002081753904443092,3.333
2011-05-06,0.002945189276661515,3.452
2011-05-07,0.0018281467186302069,3.641
2011-05-08,0.0023391784168770285,3.86585
2011-05-09,0.00306797754978355,3.8
2011-05-10,0.0025571415933375234,5.805
2011-05-11,0.002879661473105134,5.5
2011-05-12,0.002235208138939671,6.363463333333333
2011-05-13,0.0025375077868280194,8.193999999999999
2011-05-14,0.0030906166952094426,7.026584285714287
2011-05-15,0.0036002705533199194,6.988455
2011-05-16,0.0036281165529010242,8.0
2011-05-17,0.003380645925254813,7.20995
2011-05-18,0.0032698077364591753,6.8849912500000015
2011-05-19,0.003472592911990549,6.88955
2011-05-20,0.0036574753862389196,5.5903616666666665
2011-05-21,0.0038511171820956257,6.132744285714287
2011-05-22,0.003948921935483871,6.736269999999999
